ID,duration,wav,spk_id,wrd
MC01-Session3-head-0134,2.585,/scratch/bchristensen/MC01/Session3/wav_headMic/0134.wav,MC01,PILL
F03-Session3-head-0121,2.285,/scratch/bchristensen/F03/Session3/wav_headMic/0121.wav,F03,THE PAIR OF SHOES WAS NEW
MC04-Session1-array-0281,3,/scratch/bchristensen/MC04/Session1/wav_arrayMic/0281.wav,MC04,THERE IS A TREEHOUSE UP ABOVE
M04-Session2-head-0152,3.085,/scratch/bchristensen/M04/Session2/wav_headMic/0152.wav,M04,STEER
MC01-Session3-array-0400,3.15,/scratch/bchristensen/MC01/Session3/wav_arrayMic/0400.wav,MC01,WE JUST SAT THERE GIGGLING
MC04-Session1-array-0249,5.85,/scratch/bchristensen/MC04/Session1/wav_arrayMic/0249.wav,MC04,IF YOU DESTROY CONFIDENCE IN BANKS YOU DO SOMETHING TO THE ECONOMY HE SAID
FC02-Session3-array-0805,2.4,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0805.wav,FC02,SAP
FC02-Session3-array-0192,2.4,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0192.wav,FC02,SIT
MC04-Session1-array-0494,2.7,/scratch/bchristensen/MC04/Session1/wav_arrayMic/0494.wav,MC04,HE TOOK ME OUT ONE DAY
M02-Session1-array-0197,6.75,/scratch/bchristensen/M02/Session1/wav_arrayMic/0197.wav,M02,NOTHING IS AS OFFENSIVE AS IGNORANCE
M02-Session1-array-0066,6.15,/scratch/bchristensen/M02/Session1/wav_arrayMic/0066.wav,M02,YET HE STILL THINKS AS SWIFTLY AS EVER
F03-Session1-head-0135,3.0593125,/scratch/bchristensen/F03/Session1/wav_headMic/0135.wav,F03,I LOOKED UP AND NOTICED TWO OLD MEN
MC04-Session2-array-0698,1.5,/scratch/bchristensen/MC04/Session2/wav_arrayMic/0698.wav,MC04,GASH
M05-Session1-array-0030,1.5325,/scratch/bchristensen/M05/Session1/wav_arrayMic/0030.wav,M05,SLIP
MC03-Session1-array-0221,2.55,/scratch/bchristensen/MC03/Session1/wav_arrayMic/0221.wav,MC03,SHE IS THINNER THAN I AM
MC02-Session2-array-0076,3.3436875,/scratch/bchristensen/MC02/Session2/wav_arrayMic/0076.wav,MC02,SHEET
MC01-Session3-head-0415,3.135,/scratch/bchristensen/MC01/Session3/wav_headMic/0415.wav,MC01,SO HE HIDES THE MAYONNAISE
MC01-Session3-array-0250,2.4,/scratch/bchristensen/MC01/Session3/wav_arrayMic/0250.wav,MC01,SINK
MC03-Session1-head-0481,1.635,/scratch/bchristensen/MC03/Session1/wav_headMic/0481.wav,MC03,CHIP
MC01-Session1-array-0320,3,/scratch/bchristensen/MC01/Session1/wav_arrayMic/0320.wav,MC01,EIGHT
MC01-Session2-head-0223,1.9435625,/scratch/bchristensen/MC01/Session2/wav_headMic/0223.wav,MC01,HE
M05-Session1-array-0104,10.449,/scratch/bchristensen/M05/Session1/wav_arrayMic/0104.wav,M05,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
F03-Session2-head-0083,3.33,/scratch/bchristensen/F03/Session2/wav_headMic/0083.wav,F03,AND
F03-Session3-array-0089,2.25,/scratch/bchristensen/F03/Session3/wav_arrayMic/0089.wav,F03,DEAD
MC03-Session1-head-0462,1.61,/scratch/bchristensen/MC03/Session1/wav_headMic/0462.wav,MC03,YANKEE
FC03-Session3-array-0186,3.75,/scratch/bchristensen/FC03/Session3/wav_arrayMic/0186.wav,FC03,WE GOT DRENCHED FROM THE UNINTERRUPTED RAIN
M02-Session1-array-0032,1.8,/scratch/bchristensen/M02/Session1/wav_arrayMic/0032.wav,M02,SWARM
FC03-Session2-head-0053,1.56,/scratch/bchristensen/FC03/Session2/wav_headMic/0053.wav,FC03,KNOT
MC03-Session1-head-0272,1.515,/scratch/bchristensen/MC03/Session1/wav_headMic/0272.wav,MC03,HUM
F03-Session2-head-0084,3.995,/scratch/bchristensen/F03/Session2/wav_headMic/0084.wav,F03,HEM
F01-Session1-array-0072,1.65,/scratch/bchristensen/F01/Session1/wav_arrayMic/0072.wav,F01,SHEET
MC01-Session3-head-0229,2.19,/scratch/bchristensen/MC01/Session3/wav_headMic/0229.wav,MC01,ACHE
M05-Session2-head-0040,3.01,/scratch/bchristensen/M05/Session2/wav_headMic/0040.wav,M05,SPRINKLE
F03-Session3-array-0083,3,/scratch/bchristensen/F03/Session3/wav_arrayMic/0083.wav,F03,IT WAS ONLY
MC02-Session2-array-0201,3.3,/scratch/bchristensen/MC02/Session2/wav_arrayMic/0201.wav,MC02,RAKE
MC02-Session1-array-0094,3.15,/scratch/bchristensen/MC02/Session1/wav_arrayMic/0094.wav,MC02,RATE
FC03-Session3-head-0051,1.4753125,/scratch/bchristensen/FC03/Session3/wav_headMic/0051.wav,FC03,CHAP
FC02-Session3-head-0526,1.86,/scratch/bchristensen/FC02/Session3/wav_headMic/0526.wav,FC02,SEAT
FC03-Session3-array-0018,1.35,/scratch/bchristensen/FC03/Session3/wav_arrayMic/0018.wav,FC03,HARM
MC02-Session2-array-0227,3.75,/scratch/bchristensen/MC02/Session2/wav_arrayMic/0227.wav,MC02,BOOT
FC03-Session1-array-0251,2.4,/scratch/bchristensen/FC03/Session1/wav_arrayMic/0251.wav,FC03,POT
M03-Session2-array-0343,2.7,/scratch/bchristensen/M03/Session2/wav_arrayMic/0343.wav,M03,SEEDS
MC04-Session1-array-0128,1.65,/scratch/bchristensen/MC04/Session1/wav_arrayMic/0128.wav,MC04,HEAR
FC03-Session2-array-0270,2.1,/scratch/bchristensen/FC03/Session2/wav_arrayMic/0270.wav,FC03,GEESE
M01-Session2_3-head-0143,1.7731875,/scratch/bchristensen/M01/Session2_3/wav_headMic/0143.wav,M01,TOOT
F03-Session2-head-0016,1.73,/scratch/bchristensen/F03/Session2/wav_headMic/0016.wav,F03,WHITE
F04-Session2-head-0110,2.6450625,/scratch/bchristensen/F04/Session2/wav_headMic/0110.wav,F04,DART
MC02-Session1-head-0023,2.42,/scratch/bchristensen/MC02/Session1/wav_headMic/0023.wav,MC02,FEET
MC01-Session3-head-0127,3.485,/scratch/bchristensen/MC01/Session3/wav_headMic/0127.wav,MC01,WE TALKED ABOUT THE SITUATION
MC03-Session1-head-0236,1.445,/scratch/bchristensen/MC03/Session1/wav_headMic/0236.wav,MC03,BOOT
FC02-Session3-array-0890,2.4,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0890.wav,FC02,BALL
FC03-Session2-array-0276,2.1,/scratch/bchristensen/FC03/Session2/wav_arrayMic/0276.wav,FC03,FEET
M01-Session2_3-head-0126,1.655,/scratch/bchristensen/M01/Session2_3/wav_headMic/0126.wav,M01,FOUR
M02-Session1-head-0199,3.0003125,/scratch/bchristensen/M02/Session1/wav_headMic/0199.wav,M02,SLAY
MC01-Session2-array-0190,2.55,/scratch/bchristensen/MC01/Session2/wav_arrayMic/0190.wav,MC01,SEW
MC02-Session1-array-0200,3.45,/scratch/bchristensen/MC02/Session1/wav_arrayMic/0200.wav,MC02,CYCLE
MC04-Session2-array-0937,1.2,/scratch/bchristensen/MC04/Session2/wav_arrayMic/0937.wav,MC04,DASH
M01-Session2_3-array-0082,3.45,/scratch/bchristensen/M01/Session2_3/wav_arrayMic/0082.wav,M01,SNOOP
M03-Session2-array-0124,2.85,/scratch/bchristensen/M03/Session2/wav_arrayMic/0124.wav,M03,PRIOR
M02-Session2-array-0193,6.6,/scratch/bchristensen/M02/Session2/wav_arrayMic/0193.wav,M02,SWING YOUR ARM AS HIGH AS YOU CAN
MC01-Session2-array-0336,3.9,/scratch/bchristensen/MC01/Session2/wav_arrayMic/0336.wav,MC01,SHE SUGGESTED WE ALL HAVE DINNER TOGETHER
MC04-Session1-head-0588,1.485,/scratch/bchristensen/MC04/Session1/wav_headMic/0588.wav,MC04,CATCH
FC02-Session3-array-0767,2.4,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0767.wav,FC02,HALL
FC02-Session3-array-0214,2.55,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0214.wav,FC02,FOUR
MC03-Session1-array-0100,2.1,/scratch/bchristensen/MC03/Session1/wav_arrayMic/0100.wav,MC03,PAT
M05-Session2-head-0091,10.24,/scratch/bchristensen/M05/Session2/wav_headMic/0091.wav,M05,NOTHING IS AS OFFENSIVE AS INNOCENCE
MC03-Session1-head-0409,1.64,/scratch/bchristensen/MC03/Session1/wav_headMic/0409.wav,MC03,HAND
MC02-Session1-array-0172,3.45,/scratch/bchristensen/MC02/Session1/wav_arrayMic/0172.wav,MC02,TIE
MC03-Session1-head-0245,1.475,/scratch/bchristensen/MC03/Session1/wav_headMic/0245.wav,MC03,YES
MC01-Session3-array-0025,2.7,/scratch/bchristensen/MC01/Session3/wav_arrayMic/0025.wav,MC01,MEAT
MC01-Session1-head-0227,4.95,/scratch/bchristensen/MC01/Session1/wav_headMic/0227.wav,MC01,BOTH FIGURES WOULD GO HIGHER IN LATER YEARS
FC02-Session3-head-0830,1.8900625,/scratch/bchristensen/FC02/Session3/wav_headMic/0830.wav,FC02,SPRAY
MC03-Session1-array-0501,1.35,/scratch/bchristensen/MC03/Session1/wav_arrayMic/0501.wav,MC03,WIT
MC03-Session1-array-0210,1.8,/scratch/bchristensen/MC03/Session1/wav_arrayMic/0210.wav,MC03,LOOP
MC03-Session2-head-0074,1.8065625,/scratch/bchristensen/MC03/Session2/wav_headMic/0074.wav,MC03,ZERO
MC03-Session1-array-0144,1.35,/scratch/bchristensen/MC03/Session1/wav_arrayMic/0144.wav,MC03,JUNGLE
F04-Session2-head-0189,2.805,/scratch/bchristensen/F04/Session2/wav_headMic/0189.wav,F04,LOYAL
MC02-Session1-head-0087,6.25,/scratch/bchristensen/MC02/Session1/wav_headMic/0087.wav,MC02,WHEN HE SPEAKS HIS VOICE IS JUST A BIT CRACKED AND QUIVERS A TRIFLE
FC01-Session1-head-0147,3.51,/scratch/bchristensen/FC01/Session1/wav_headMic/0147.wav,FC01,GALORE
FC01-Session1-head-0159,3.0200625,/scratch/bchristensen/FC01/Session1/wav_headMic/0159.wav,FC01,TROOP
M02-Session2-array-0150,3,/scratch/bchristensen/M02/Session2/wav_arrayMic/0150.wav,M02,KITTEN
FC03-Session2-array-0189,1.5,/scratch/bchristensen/FC03/Session2/wav_arrayMic/0189.wav,FC03,MUCK
FC03-Session2-head-0087,1.565,/scratch/bchristensen/FC03/Session2/wav_headMic/0087.wav,FC03,YES
MC04-Session1-array-0309,1.35,/scratch/bchristensen/MC04/Session1/wav_arrayMic/0309.wav,MC04,SIGN
MC01-Session3-array-0333,2.25,/scratch/bchristensen/MC01/Session3/wav_arrayMic/0333.wav,MC01,WIPE
MC04-Session1-array-0092,1.5,/scratch/bchristensen/MC04/Session1/wav_arrayMic/0092.wav,MC04,WEED
M03-Session2-head-0187,4.575,/scratch/bchristensen/M03/Session2/wav_headMic/0187.wav,M03,EVERYTHING WENT REAL SMOOTH THE SHERIFF SAID
MC01-Session2-array-0247,2.25,/scratch/bchristensen/MC01/Session2/wav_arrayMic/0247.wav,MC01,SIGHT
M05-Session2-head-0002,7.635,/scratch/bchristensen/M05/Session2/wav_headMic/0002.wav,M05,WHERE WERE YOU WHILE WE WERE AWAY
MC01-Session2-head-0089,1.8571875,/scratch/bchristensen/MC01/Session2/wav_headMic/0089.wav,MC01,ROCK
MC01-Session3-head-0153,2.48,/scratch/bchristensen/MC01/Session3/wav_headMic/0153.wav,MC01,PAT
M02-Session2-array-0119,8.85,/scratch/bchristensen/M02/Session2/wav_arrayMic/0119.wav,M02,THE MISGUIDED SOULS HAVE LOST THEIR WAY
MC01-Session2-array-0147,1.35,/scratch/bchristensen/MC01/Session2/wav_arrayMic/0147.wav,MC01,SAID
F01-Session1-array-0006,1.8,/scratch/bchristensen/F01/Session1/wav_arrayMic/0006.wav,F01,STICK
F03-Session3-head-0048,4.3150625,/scratch/bchristensen/F03/Session3/wav_headMic/0048.wav,F03,IN FACT OUR WHOLE DEFENSIVE UNIT DID A GOOD JOB
F03-Session3-array-0039,2.4,/scratch/bchristensen/F03/Session3/wav_arrayMic/0039.wav,F03,SPIT
F04-Session2-head-0135,3.465,/scratch/bchristensen/F04/Session2/wav_headMic/0135.wav,F04,TELL
MC04-Session1-head-0315,1.5249375,/scratch/bchristensen/MC04/Session1/wav_headMic/0315.wav,MC04,LOYAL
F01-Session1-head-0022,4.990375,/scratch/bchristensen/F01/Session1/wav_headMic/0022.wav,F01,YOU WISHED TO KNOW ALL ABOUT MY GRANDFATHER
MC03-Session1-head-0307,1.605,/scratch/bchristensen/MC03/Session1/wav_headMic/0307.wav,MC03,BITTEN
F03-Session1-array-0005,1.65,/scratch/bchristensen/F03/Session1/wav_arrayMic/0005.wav,F03,BETA
M05-Session2-head-0286,11.705,/scratch/bchristensen/M05/Session2/wav_headMic/0286.wav,M05,THE OWNERS REGULARLY LOOK FOR PLUMBING LEAKS
FC03-Session2-head-0142,2.485,/scratch/bchristensen/FC03/Session2/wav_headMic/0142.wav,FC03,GOAT
FC03-Session1-head-0278,1.595,/scratch/bchristensen/FC03/Session1/wav_headMic/0278.wav,FC03,HILL
FC03-Session1-head-0118,5.05,/scratch/bchristensen/FC03/Session1/wav_headMic/0118.wav,FC03,WE HAVE OFTEN URGED HIM TO WALK MORE AND SMOKE LESS
FC02-Session3-head-0852,1.96,/scratch/bchristensen/FC02/Session3/wav_headMic/0852.wav,FC02,FIND
M05-Session1-head-0095,3.735,/scratch/bchristensen/M05/Session1/wav_headMic/0095.wav,M05,DUG
M03-Session2-head-0173,2.355,/scratch/bchristensen/M03/Session2/wav_headMic/0173.wav,M03,ATE
MC04-Session1-head-0302,1.51,/scratch/bchristensen/MC04/Session1/wav_headMic/0302.wav,MC04,VAT
FC03-Session1-array-0350,1.95,/scratch/bchristensen/FC03/Session1/wav_arrayMic/0350.wav,FC03,REEK
FC03-Session1-array-0299,2.55,/scratch/bchristensen/FC03/Session1/wav_arrayMic/0299.wav,FC03,PITTING
MC04-Session1-head-0608,3.33,/scratch/bchristensen/MC04/Session1/wav_headMic/0608.wav,MC04,WHO KNOWS WHAT YOU'LL DISCOVER ABOUT YOURSELF
MC01-Session3-array-0244,2.4,/scratch/bchristensen/MC01/Session3/wav_arrayMic/0244.wav,MC01,HEAT
MC01-Session1-head-0189,2.495,/scratch/bchristensen/MC01/Session1/wav_headMic/0189.wav,MC01,THIGH
M03-Session2-head-0203,2.1,/scratch/bchristensen/M03/Session2/wav_headMic/0203.wav,M03,SNOOP
MC03-Session2-head-0182,1.6195,/scratch/bchristensen/MC03/Session2/wav_headMic/0182.wav,MC03,IS
FC01-Session1-array-0092,3.3,/scratch/bchristensen/FC01/Session1/wav_arrayMic/0092.wav,FC01,JACKET
F04-Session1-array-0175,1.95,/scratch/bchristensen/F04/Session1/wav_arrayMic/0175.wav,F04,FORWARD
MC04-Session1-head-0339,1.41,/scratch/bchristensen/MC04/Session1/wav_headMic/0339.wav,MC04,FAT
F03-Session3-head-0094,1.475,/scratch/bchristensen/F03/Session3/wav_headMic/0094.wav,F03,HEART
F03-Session1-array-0116,3.6,/scratch/bchristensen/F03/Session1/wav_arrayMic/0116.wav,F03,USUALLY MINUS SEVERAL BUTTONS
MC04-Session2-array-0903,2.7,/scratch/bchristensen/MC04/Session2/wav_arrayMic/0903.wav,MC04,WE SHELLED CLAMS FOR THE CHOWDER
MC04-Session1-array-0018,2.1,/scratch/bchristensen/MC04/Session1/wav_arrayMic/0018.wav,MC04,JAGGED
MC03-Session1-head-0542,1.78,/scratch/bchristensen/MC03/Session1/wav_headMic/0542.wav,MC03,RIP
F01-Session1-head-0070,1.5211875,/scratch/bchristensen/F01/Session1/wav_headMic/0070.wav,F01,HORN
MC01-Session3-array-0016,4.35,/scratch/bchristensen/MC01/Session3/wav_arrayMic/0016.wav,MC01,I HAVEN'T SEEN THAT FRIEND FOR YEARS
FC03-Session2-head-0097,4.3050625,/scratch/bchristensen/FC03/Session2/wav_headMic/0097.wav,FC03,HELP GREG TO PICK A PECK OF POTATOES
F04-Session2-array-0011,3.3,/scratch/bchristensen/F04/Session2/wav_arrayMic/0011.wav,F04,SUIT
M01-Session2_3-array-0142,2.1,/scratch/bchristensen/M01/Session2_3/wav_arrayMic/0142.wav,M01,YES
MC03-Session2-array-0196,1.35,/scratch/bchristensen/MC03/Session2/wav_arrayMic/0196.wav,MC03,DUG
MC04-Session1-array-0040,2.1,/scratch/bchristensen/MC04/Session1/wav_arrayMic/0040.wav,MC04,CORN
M03-Session2-array-0078,2.85,/scratch/bchristensen/M03/Session2/wav_arrayMic/0078.wav,M03,SWARM
M02-Session1-head-0066,7.6046875,/scratch/bchristensen/M02/Session1/wav_headMic/0066.wav,M02,YET HE STILL THINKS AS SWIFTLY AS EVER
MC03-Session1-array-0090,1.35,/scratch/bchristensen/MC03/Session1/wav_arrayMic/0090.wav,MC03,BEAT
MC03-Session1-array-0346,1.5,/scratch/bchristensen/MC03/Session1/wav_arrayMic/0346.wav,MC03,REEK
MC01-Session3-array-0063,2.7,/scratch/bchristensen/MC01/Session3/wav_arrayMic/0063.wav,MC01,HASH
FC03-Session3-head-0063,1.4430625,/scratch/bchristensen/FC03/Session3/wav_headMic/0063.wav,FC03,REAP
FC02-Session3-array-0760,2.55,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0760.wav,FC02,COURT
MC01-Session1-head-0161,4.235,/scratch/bchristensen/MC01/Session1/wav_headMic/0161.wav,MC01,I JUST TRY TO DO MY BEST
MC04-Session2-array-0841,1.05,/scratch/bchristensen/MC04/Session2/wav_arrayMic/0841.wav,MC04,SEAT
FC02-Session2-array-0136,6.3,/scratch/bchristensen/FC02/Session2/wav_arrayMic/0136.wav,FC02,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
M02-Session2-head-0088,8.575,/scratch/bchristensen/M02/Session2/wav_headMic/0088.wav,M02,TWO OTHER CASES ALSO WERE UNDER ADVISEMENT
MC01-Session1-array-0021,3.45,/scratch/bchristensen/MC01/Session1/wav_arrayMic/0021.wav,MC01,PARK
FC03-Session2-array-0291,2.25,/scratch/bchristensen/FC03/Session2/wav_arrayMic/0291.wav,FC03,SEE
M03-Session2-array-0137,2.85,/scratch/bchristensen/M03/Session2/wav_arrayMic/0137.wav,M03,WRITE
FC02-Session3-head-0211,3.24,/scratch/bchristensen/FC02/Session3/wav_headMic/0211.wav,FC02,WE BOUGHT A BROWN CHAIR
FC03-Session1-array-0049,5.55,/scratch/bchristensen/FC03/Session1/wav_arrayMic/0049.wav,FC03,WELL HE IS NEARLY NINETYTHREE YEARS OLD
M02-Session1-array-0187,1.5,/scratch/bchristensen/M02/Session1/wav_arrayMic/0187.wav,M02,WISH
M01-Session1-head-0045,4.1450625,/scratch/bchristensen/M01/Session1/wav_headMic/0045.wav,M01,FEET
F04-Session2-array-0031,2.7,/scratch/bchristensen/F04/Session2/wav_arrayMic/0031.wav,F04,DELTA
FC02-Session3-head-0989,2.48,/scratch/bchristensen/FC02/Session3/wav_headMic/0989.wav,FC02,BOAST
FC03-Session2-array-0089,1.35,/scratch/bchristensen/FC03/Session2/wav_arrayMic/0089.wav,FC03,TWO
MC01-Session1-array-0221,5.1,/scratch/bchristensen/MC01/Session1/wav_arrayMic/0221.wav,MC01,THEY CARRIED ME OFF ON THE STRETCHER
FC01-Session1-head-0117,3.36,/scratch/bchristensen/FC01/Session1/wav_headMic/0117.wav,FC01,FEED
M01-Session1-array-0064,4.5,/scratch/bchristensen/M01/Session1/wav_arrayMic/0064.wav,M01,TRADE
F03-Session1-head-0084,1.255875,/scratch/bchristensen/F03/Session1/wav_headMic/0084.wav,F03,DOUBLE
MC02-Session1-head-0167,2.845,/scratch/bchristensen/MC02/Session1/wav_headMic/0167.wav,MC02,SIGH
FC03-Session1-array-0301,3.9,/scratch/bchristensen/FC03/Session1/wav_arrayMic/0301.wav,FC03,WHEN ALL ELSE FAILS USE FORCE
MC03-Session2-array-0106,1.35,/scratch/bchristensen/MC03/Session2/wav_arrayMic/0106.wav,MC03,SENDER
FC02-Session3-array-0358,4.8,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0358.wav,FC02,TRESPASSERS CAN BE PROSECUTED AND FINED
MC01-Session2-head-0351,3.7288125,/scratch/bchristensen/MC01/Session2/wav_headMic/0351.wav,MC01,THAT PICKPOCKET WAS CAUGHT REDHANDED
MC02-Session1-array-0361,4.2,/scratch/bchristensen/MC02/Session1/wav_arrayMic/0361.wav,MC02,THE LITTLE SCHOOLHOUSE STOOD EMPTY
M04-Session2-array-0165,3.12,/scratch/bchristensen/M04/Session2/wav_arrayMic/0165.wav,M04,PEER
M03-Session2-array-0295,2.7,/scratch/bchristensen/M03/Session2/wav_arrayMic/0295.wav,M03,NO
FC03-Session1-head-0145,2.28,/scratch/bchristensen/FC03/Session1/wav_headMic/0145.wav,FC03,WE'RE
M04-Session2-head-0173,2.075,/scratch/bchristensen/M04/Session2/wav_headMic/0173.wav,M04,KNOT
MC02-Session2-array-0251,2.85,/scratch/bchristensen/MC02/Session2/wav_arrayMic/0251.wav,MC02,NO
FC03-Session1-array-0048,2.85,/scratch/bchristensen/FC03/Session1/wav_arrayMic/0048.wav,FC03,STUBBLE
FC01-Session1-array-0017,3.3,/scratch/bchristensen/FC01/Session1/wav_arrayMic/0017.wav,FC01,GROW
FC03-Session1-head-0298,6.695,/scratch/bchristensen/FC03/Session1/wav_headMic/0298.wav,FC03,NOTHING HAS BEEN DONE YET TO TAKE ADVANTAGE OF THE ENABLING LEGISLATION
MC01-Session3-head-0258,2.43,/scratch/bchristensen/MC01/Session3/wav_headMic/0258.wav,MC01,PAD
MC01-Session3-head-0284,2.25,/scratch/bchristensen/MC01/Session3/wav_headMic/0284.wav,MC01,RISE
MC02-Session2-array-0035,4.95,/scratch/bchristensen/MC02/Session2/wav_arrayMic/0035.wav,MC02,EACH ONE VOLUNTEERED TO JUMP FIRST
F03-Session3-array-0153,7.35,/scratch/bchristensen/F03/Session3/wav_arrayMic/0153.wav,F03,HE FURTHER PROPOSED GRANTS OF AN UNSPECIFIED SUM FOR EXPERIMENTAL HOSPITALS
MC04-Session1-head-0287,1.455,/scratch/bchristensen/MC04/Session1/wav_headMic/0287.wav,MC04,KITTEN
MC03-Session1-array-0341,4.2,/scratch/bchristensen/MC03/Session1/wav_arrayMic/0341.wav,MC03,SWING YOUR ARM AS HIGH AS YOU CAN
M02-Session1-array-0010,1.65,/scratch/bchristensen/M02/Session1/wav_arrayMic/0010.wav,M02,FARM
MC02-Session1-head-0024,2.555,/scratch/bchristensen/MC02/Session1/wav_headMic/0024.wav,MC02,SWORE
M02-Session1-array-0120,1.5,/scratch/bchristensen/M02/Session1/wav_arrayMic/0120.wav,M02,TRADE
MC04-Session1-array-0593,1.2,/scratch/bchristensen/MC04/Session1/wav_arrayMic/0593.wav,MC04,LEE
F04-Session1-array-0142,1.2,/scratch/bchristensen/F04/Session1/wav_arrayMic/0142.wav,F04,POT
F03-Session2-head-0119,1.77,/scratch/bchristensen/F03/Session2/wav_headMic/0119.wav,F03,SIGH
M01-Session2_3-array-0187,5.25,/scratch/bchristensen/M01/Session2_3/wav_arrayMic/0187.wav,M01,THERE IS A TREEHOUSE UP ABOVE
MC01-Session2-array-0232,1.8,/scratch/bchristensen/MC01/Session2/wav_arrayMic/0232.wav,MC01,IN
F03-Session3-array-0024,2.7,/scratch/bchristensen/F03/Session3/wav_arrayMic/0024.wav,F03,CHIP
F03-Session1-head-0157,2.5339375,/scratch/bchristensen/F03/Session1/wav_headMic/0157.wav,F03,I FEEL I CAN PLAY THIS WEEKEND
MC04-Session1-head-0351,1.5249375,/scratch/bchristensen/MC04/Session1/wav_headMic/0351.wav,MC04,LAIR
MC02-Session1-head-0145,4.16,/scratch/bchristensen/MC02/Session1/wav_headMic/0145.wav,MC02,WE GATHERED SHELLS ON THE BEACH
M01-Session1-array-0084,15.364,/scratch/bchristensen/M01/Session1/wav_arrayMic/0084.wav,M01,TWICE EACH DAY HE PLAYS SKILLFULLY AND WITH ZEST UPON OUR SMALL ORGAN
FC03-Session3-array-0063,1.65,/scratch/bchristensen/FC03/Session3/wav_arrayMic/0063.wav,FC03,REAP
MC02-Session2-array-0140,3.15,/scratch/bchristensen/MC02/Session2/wav_arrayMic/0140.wav,MC02,CAKES
MC02-Session1-head-0241,2.495,/scratch/bchristensen/MC02/Session1/wav_headMic/0241.wav,MC02,WE'RE
M03-Session2-head-0202,2.425,/scratch/bchristensen/M03/Session2/wav_headMic/0202.wav,M03,SWAY
F03-Session3-array-0110,2.25,/scratch/bchristensen/F03/Session3/wav_arrayMic/0110.wav,F03,NICE
M03-Session2-head-0223,2.095,/scratch/bchristensen/M03/Session2/wav_headMic/0223.wav,M03,KNEW
M04-Session2-head-0199,2.8,/scratch/bchristensen/M04/Session2/wav_headMic/0199.wav,M04,HEAR
FC01-Session1-array-0008,3.3,/scratch/bchristensen/FC01/Session1/wav_arrayMic/0008.wav,FC01,SPARK
FC02-Session3-array-0072,2.85,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0072.wav,FC02,AT
FC03-Session3-head-0160,1.3984375,/scratch/bchristensen/FC03/Session3/wav_headMic/0160.wav,FC03,ACHE
MC03-Session2-head-0105,2.4945,/scratch/bchristensen/MC03/Session2/wav_headMic/0105.wav,MC03,I ALSO CAN BE QUITE VOCAL
MC01-Session1-head-0236,2.9200625,/scratch/bchristensen/MC01/Session1/wav_headMic/0236.wav,MC01,SWAY
MC03-Session1-head-0166,1.42,/scratch/bchristensen/MC03/Session1/wav_headMic/0166.wav,MC03,WISH
FC02-Session3-array-0975,2.4,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0975.wav,FC02,REFER
M02-Session2-head-0169,2.275,/scratch/bchristensen/M02/Session2/wav_headMic/0169.wav,M02,SPIT
MC02-Session1-head-0168,2.875,/scratch/bchristensen/MC02/Session1/wav_headMic/0168.wav,MC02,ATE
F04-Session1-array-0036,0.9,/scratch/bchristensen/F04/Session1/wav_arrayMic/0036.wav,F04,DUG
FC03-Session2-head-0124,6.825,/scratch/bchristensen/FC03/Session2/wav_headMic/0124.wav,FC03,ETIQUETTE MANDATES COMPLIANCE WITH EXISTING REGULATIONS
M03-Session2-head-0119,4.315,/scratch/bchristensen/M03/Session2/wav_headMic/0119.wav,M03,YOU'D BE BETTER OFF TAKING A COLD SHOWER
FC02-Session2-array-0229,2.85,/scratch/bchristensen/FC02/Session2/wav_arrayMic/0229.wav,FC02,BEAR
MC01-Session3-head-0097,3.985,/scratch/bchristensen/MC01/Session3/wav_headMic/0097.wav,MC01,WE ALL SAT DOWN AND RELAXED
MC01-Session1-head-0042,3.1900625,/scratch/bchristensen/MC01/Session1/wav_headMic/0042.wav,MC01,SHARE
MC02-Session1-head-0038,2.295,/scratch/bchristensen/MC02/Session1/wav_headMic/0038.wav,MC02,TRAIT
FC03-Session2-array-0353,2.55,/scratch/bchristensen/FC03/Session2/wav_arrayMic/0353.wav,FC03,BEAST
FC03-Session1-head-0062,2.065,/scratch/bchristensen/FC03/Session1/wav_headMic/0062.wav,FC03,FEET
M02-Session1-head-0192,2.0849375,/scratch/bchristensen/M02/Session1/wav_headMic/0192.wav,M02,THROUGH
FC02-Session3-array-0605,4.65,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0605.wav,FC02,THE JOB ALSO COVERS A NUMBER OF OTHER ITEMS
F03-Session3-head-0045,1.6600625,/scratch/bchristensen/F03/Session3/wav_headMic/0045.wav,F03,FED
FC03-Session1-array-0089,5.7,/scratch/bchristensen/FC03/Session1/wav_arrayMic/0089.wav,FC03,A LONG FLOWING BEARD CLINGS TO HIS CHIN
